State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2,STATE,h1_emissions,c1_emissions,t1_emissions,h2_emissions,c2_emissions,t2_emissions,h1_cost,c1_cost,t1_cost,h2_cost,c2_cost,t2_cost,emissions_comparison,cost_comparison,h1_cop,elec_price,ng_price,ratio_price,grid_emissions
CA,G0600890,Redding Municipal Arpt,725920,40.52,-122.32,,6089,CAMX,2.96,0.93,0.28,3.64,8.33,2.63,0.04,13.27,0,0,0,0,0,0,0,0,0.28,0,8.1,2.56,0.03,13.33,4.18,3.86,3.67,0,0,0,33.3,19.03,32.28,22.89,CA,7.37E-05,0.000160229,0.000233947,0.000193574,0.000155965,0.000349539,0.046501747,0.131504942,0.178006689,0.049886243,0.12800481,0.177891053,-0.330698372,0.000650037,3.913978495,52.75498242,13.63548698,3.868947438,0.061
CA,G0600910,Truckee Tahoe,725846,39.32,-120.13,,6091,CAMX,43.43,13.71,0.925,37.66,0,0,0.595,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0.28,0,43.69,40.3,38.29,0,0,0,44.65,19.5,30.46,59.81,CA,0.000891619,0,0.000891619,0.002020997,0,0.002020997,0.685525761,0,0.685525761,0.520833057,0,0.520833057,-0.558822311,0.316210158,2.746900073,52.75498242,13.63548698,3.868947438,0.061
CA,G0600930,Montague Siskiyou County Ap,725955,41.78,-122.47,,6093,NWPP,17.81,5.62,0.54,17.65,0.85,0.27,0.23,1.31,0,0,0,0,0,0,0,0,0.505,0,0.84,0.26,0.125,1.32,20.37,18.79,17.85,0,0,0,36.08,19.3,30.31,38.1,CA,0.000590621,2.59E-05,0.000616508,0.000942296,2.49E-05,0.000967225,0.28101056,0.013500507,0.294511067,0.242840028,0.013000489,0.255840517,-0.362600995,0.151151001,3.140569395,52.75498242,13.63548698,3.868947438,0.096
CA,G0600950,Travis Field Afb,745160,38.27,-121.93,94535,6095,CAMX,4.02,1.27,0.285,4.88,3.27,1.03,0.055,5.12,0,0,0,0,0,0,0,0,0.285,0,3.2,1.01,0.035,5.16,5.6,5.17,4.91,0,0,0,32.06,19.15,30.74,24.32,CA,9.47E-05,6.28E-05,0.000157488,0.000259269,6.15E-05,0.000320802,0.063502386,0.051501935,0.115004322,0.066816549,0.050501898,0.117318446,-0.509081334,-0.019725156,3.842519685,52.75498242,13.63548698,3.868947438,0.061
CA,G0600970,Santa Rosa  Awos,724957,38.52,-122.82,95492,6097,CAMX,1.51,0.48,0.34,1.61,1.03,0.32,0.02,1.78,0,0,0,0,0,0,0,0,0.34,0,0.99,0.31,0.01,1.8,1.85,1.71,1.62,0,0,0,30.58,19.12,30.08,20.83,CA,5.00E-05,1.95E-05,6.95E-05,8.58E-05,1.89E-05,0.000104641,0.024000902,0.016000601,0.040001503,0.022099864,0.015500582,0.037600447,-0.336271903,0.063857126,3.354166667,52.75498242,13.63548698,3.868947438,0.061
CA,G0600990,Modesto City County Ap,724926,37.63,-120.95,95354,6099,CAMX,0.99,0.31,0.235,1.18,6.62,2.09,0.015,11.62,0,0,0,0,0,0,0,0,0.23,0,6.36,2.01,0.01,11.69,1.35,1.25,1.18,0,0,0,32.07,18.98,31.67,20.22,CA,3.32E-05,0.000127331,0.000160534,6.27E-05,0.000122457,0.000185143,0.015500582,0.104503927,0.12000451,0.016154872,0.100503777,0.116658648,-0.13291736,0.028680782,3.806451613,52.75498242,13.63548698,3.868947438,0.061
CA,G0601010,Yuba Co,724838,39.1,-121.57,95961,6101,CAMX,2.89,0.91,0.28,3.79,6.48,2.05,0.04,10.82,0,0,0,0,0,0,0,0,0.28,0,6.26,1.98,0.03,10.89,4.35,4.02,3.82,0,0,0,32.69,19.05,31.7,23.07,CA,7.25E-05,0.000124894,0.000197393,0.000201598,0.000120629,0.000322227,0.04550171,0.102503852,0.148005562,0.051954067,0.09900372,0.150957787,-0.38741085,-0.019556628,4.164835165,52.75498242,13.63548698,3.868947438,0.061
CA,G0601030,Red Bluff Municipal Arpt,725910,40.15,-122.25,96080,6103,CAMX,3.15,0.99,0.295,4.09,9.91,3.13,0.045,16.17,0,0,0,0,0,0,0,0,0.29,0,9.62,3.04,0.03,16.25,4.69,4.33,4.11,0,0,0,33.87,19.03,32.77,23.36,CA,7.83E-05,0.000190691,0.000268978,0.000217144,0.000185208,0.000402352,0.04950186,0.156505881,0.206007741,0.055960475,0.152005712,0.207966187,-0.331485999,-0.009417135,4.131313131,52.75498242,13.63548698,3.868947438,0.061
CA,G0601050,Redding Municipal Arpt,725920,40.52,-122.32,,6105,CAMX,2.96,0.93,0.28,3.64,8.33,2.63,0.04,13.27,0,0,0,0,0,0,0,0,0.28,0,8.1,2.56,0.03,13.33,4.18,3.86,3.67,0,0,0,33.3,19.03,32.28,22.89,CA,7.37E-05,0.000160229,0.000233947,0.000193574,0.000155965,0.000349539,0.046501747,0.131504942,0.178006689,0.049886243,0.12800481,0.177891053,-0.330698372,0.000650037,3.913978495,52.75498242,13.63548698,3.868947438,0.061
CA,G0601070,Visalia Muni  Awos,723896,36.32,-119.4,93227,6107,CAMX,3.63,1.15,0.285,3.52,7.6,2.4,0.045,13.12,0,0,0,0,0,0,0,0,0.285,0,7.31,2.31,0.025,13.19,4.06,3.74,3.56,0,0,0,33.3,19.03,32.03,22.77,CA,8.74E-05,0.000146217,0.000233642,0.000187557,0.000140734,0.00032829,0.057502161,0.12000451,0.17750667,0.048335376,0.11550434,0.163839716,-0.288305319,0.083416614,3.060869565,52.75498242,13.63548698,3.868947438,0.061
CA,G0601090,South Lake Tahoe,725847,38.9,-120,96150,6109,CAMX,39.94,12.61,0.84,34.53,0,0,0.52,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0.25,0,40.02,36.92,35.07,0,0,0,43.39,19.49,30.38,56.41,CA,0.000819424,0,0.000819424,0.001851494,0,0.001851494,0.630523694,0,0.630523694,0.477150285,0,0.477150285,-0.557425433,0.321436273,2.738302934,52.75498242,13.63548698,3.868947438,0.061
CA,G0601110,Camarillo  Awos,723926,34.22,-119.08,93010,6111,CAMX,0.84,0.27,0.18,1.03,0.71,0.22,0.01,1.51,0,0,0,0,0,0,0,0,0.175,0,0.66,0.21,0.005,1.53,1.18,1.09,1.03,0,0,0,30.1,19,29.81,20.09,CA,2.74E-05,1.34E-05,4.08E-05,5.47E-05,1.28E-05,6.75E-05,0.013500507,0.011000413,0.024500921,0.014087048,0.010500395,0.024587443,-0.394882782,-0.003518944,3.814814815,52.75498242,13.63548698,3.868947438,0.061
CA,G0601130,Sacramento Metropolitan Ap,724839,38.7,-121.58,95837,6113,CAMX,3.84,1.21,0.29,4.65,4.43,1.4,0.05,7.16,0,0,0,0,0,0,0,0,0.285,0,4.3,1.36,0.035,7.22,5.35,4.93,4.69,0,0,0,32.37,19.09,31.09,24.02,CA,9.14E-05,8.53E-05,0.000176679,0.000247234,8.29E-05,0.00033009,0.060502274,0.070002631,0.130504904,0.063714813,0.068002555,0.131717369,-0.464755461,-0.009205046,3.842975207,52.75498242,13.63548698,3.868947438,0.061
CA,G0601150,Yuba Co,724838,39.1,-121.57,95961,6115,CAMX,2.89,0.91,0.28,3.79,6.48,2.05,0.04,10.82,0,0,0,0,0,0,0,0,0.28,0,6.26,1.98,0.03,10.89,4.35,4.02,3.82,0,0,0,32.69,19.05,31.7,23.07,CA,7.25E-05,0.000124894,0.000197393,0.000201598,0.000120629,0.000322227,0.04550171,0.102503852,0.148005562,0.051954067,0.09900372,0.150957787,-0.38741085,-0.019556628,4.164835165,52.75498242,13.63548698,3.868947438,0.061
CO,G0800010,Aurora Buckley Field Angb,724695,39.72,-104.75,80018,8001,RMPA,27.84,8.79,0.665,22.41,1.46,0.46,0.395,2.51,0,0,0,0,0,0,0,0,0.53,0,1.41,0.45,0.17,2.53,26.08,24.05,22.85,0,0,0,39.72,19.25,30.57,43.3,CO,0.001567567,7.63E-05,0.001643832,0.001206079,7.46E-05,0.001280685,0.25076859,0.013123271,0.263891861,0.158707103,0.012837982,0.171545085,0.283556464,0.538323645,2.549488055,30.0996483,6.962391514,4.323176633,0.166
CO,G0800030,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101,8003,RMPA,54.44,17.19,1.14,42.28,0,0,0.88,0,0,0,0,0,0,0,0,0,0.795,0,0,0,0.355,0,49.43,45.6,43.32,0,0,0,48.63,19.48,30.57,65.09,CO,0.003038975,0,0.003038975,0.002286786,0,0.002286786,0.490410929,0,0.490410929,0.300916586,0,0.300916586,0.32892887,0.629723823,2.459569517,30.0996483,6.962391514,4.323176633,0.166
CO,G0800050,Aurora Buckley Field Angb,724695,39.72,-104.75,80018,8005,RMPA,27.84,8.79,0.665,22.41,1.46,0.46,0.395,2.51,0,0,0,0,0,0,0,0,0.53,0,1.41,0.45,0.17,2.53,26.08,24.05,22.85,0,0,0,39.72,19.25,30.57,43.3,CO,0.001567567,7.63E-05,0.001643832,0.001206079,7.46E-05,0.001280685,0.25076859,0.013123271,0.263891861,0.158707103,0.012837982,0.171545085,0.283556464,0.538323645,2.549488055,30.0996483,6.962391514,4.323176633,0.166
CO,G0800070,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101,8007,RMPA,54.44,17.19,1.14,42.28,0,0,0.88,0,0,0,0,0,0,0,0,0,0.795,0,0,0,0.355,0,49.43,45.6,43.32,0,0,0,48.63,19.48,30.57,65.09,CO,0.003038975,0,0.003038975,0.002286786,0,0.002286786,0.490410929,0,0.490410929,0.300916586,0,0.300916586,0.32892887,0.629723823,2.459569517,30.0996483,6.962391514,4.323176633,0.166
NM,G0800090,Clayton Municipal Airpark,723600,36.45,-103.15,,8009,RMPA,19.24,6.08,0.49,17.13,4.1,1.29,0.25,6.92,0,0,0,0,0,0,0,0,0.435,0,3.97,1.25,0.125,6.99,19.84,18.3,17.38,0,0,0,37.52,19.18,31.23,37.48,CO,0.001089256,0.000213872,0.001303129,0.000917723,0.000207241,0.001124964,0.173455407,0.036802216,0.210257623,0.120762577,0.035661062,0.156423639,0.158373866,0.344155039,2.817434211,30.0996483,6.962391514,4.323176633,0.166
CO,G0800110,La Junta Municipal Ap,724635,38.05,-103.53,81030,8011,RMPA,23.91,7.55,0.55,20.65,4.62,1.46,0.31,7.36,0,0,0,0,0,0,0,0,0.48,0,4.51,1.42,0.15,7.42,23.93,22.08,20.97,0,0,0,39.28,19.19,31.47,41.27,CO,0.001342919,0.000242057,0.001584976,0.001107286,0.000235425,0.001342711,0.215392816,0.041652121,0.257044937,0.145706978,0.040510967,0.186217945,0.180429599,0.38034461,2.735099338,30.0996483,6.962391514,4.323176633,0.166
CO,G0800130,Broomfield Jeffco  Boulder   S,724699,40.13,-105.24,80544,8013,RMPA,26.74,8.44,0.645,24.05,0.55,0.17,0.375,0.95,0,0,0,0,0,0,0,0,0.545,0,0.53,0.17,0.175,0.95,27.9,25.74,24.45,0,0,0,39.06,19.3,30.3,45.04,CO,0.001506224,2.82E-05,0.001534409,0.00129083,2.82E-05,0.001319015,0.240783493,0.004849904,0.245633397,0.169859494,0.004849904,0.174709398,0.163299139,0.405954112,2.849526066,30.0996483,6.962391514,4.323176633,0.166
CO,G0800140,Denver Centennial  Golden   Nr,724666,39.74,-105.18,80401,8014,RMPA,25.87,8.17,0.64,21.94,0.74,0.23,0.35,1.29,0,0,0,0,0,0,0,0,0.545,0,0.71,0.22,0.165,1.3,25.46,23.49,22.32,0,0,0,38.81,19.29,30.35,42.78,CO,0.001460631,3.81E-05,0.001498764,0.001177995,3.65E-05,0.00121447,0.233080703,0.006561635,0.239642339,0.155011636,0.006276347,0.161287983,0.234088843,0.485804052,2.685434517,30.0996483,6.962391514,4.323176633,0.166
CO,G0800150,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101,8015,RMPA,54.44,17.19,1.14,42.28,0,0,0.88,0,0,0,0,0,0,0,0,0,0.795,0,0,0,0.355,0,49.43,45.6,43.32,0,0,0,48.63,19.48,30.57,65.09,CO,0.003038975,0,0.003038975,0.002286786,0,0.002286786,0.490410929,0,0.490410929,0.300916586,0,0.300916586,0.32892887,0.629723823,2.459569517,30.0996483,6.962391514,4.323176633,0.166
CO,G0800170,Lamar Municipal,724636,38.07,-102.68,,8017,RMPA,30.44,9.61,0.64,25.99,3.83,1.21,0.41,6.06,0,0,0,0,0,0,0,0,0.53,0,3.75,1.18,0.19,6.13,30.16,27.82,26.43,0,0,0,41.28,19.23,31.31,47.05,CO,0.001699372,0.000200609,0.001899981,0.00139514,0.000195635,0.001590775,0.274162247,0.034519908,0.308682155,0.183585514,0.033664043,0.217249556,0.194374743,0.420864375,2.704474506,30.0996483,6.962391514,4.323176633,0.166
CO,G0800190,Leadville Lake Co,724673,39.22,-106.32,80461,8019,RMPA,59.84,18.89,1.18,48.84,0,0,0.86,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.37,0,56.85,52.45,49.82,0,0,0,50.35,19.61,30.68,72.06,CO,0.003327454,0,0.003327454,0.002630305,0,0.002630305,0.538909973,0,0.538909973,0.346120064,0,0.346120064,0.265045057,0.557002985,2.585494971,30.0996483,6.962391514,4.323176633,0.166
CO,G0800210,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101,8021,RMPA,54.44,17.19,1.14,42.28,0,0,0.88,0,0,0,0,0,0,0,0,0,0.795,0,0,0,0.355,0,49.43,45.6,43.32,0,0,0,48.63,19.48,30.57,65.09,CO,0.003038975,0,0.003038975,0.002286786,0,0.002286786,0.490410929,0,0.490410929,0.300916586,0,0.300916586,0.32892887,0.629723823,2.459569517,30.0996483,6.962391514,4.323176633,0.166
NM,G0800230,Taos Muni Apt Awos,723663,36.45,-105.67,87529,8023,RMPA,31.71,10.01,0.71,26,0.02,0.01,0.42,0.04,0,0,0,0,0,0,0,0,0.585,0,0.02,0.01,0.185,0.04,30.2,27.86,26.47,0,0,0,40.57,19.36,30.2,47.23,CO,0.001777295,1.66E-06,0.001778953,0.001397146,1.66E-06,0.001398804,0.285573787,0.000285288,0.285859075,0.183849475,0.000285288,0.184134764,0.271767357,0.5524449,2.597402597,30.0996483,6.962391514,4.323176633,0.166
CO,G0800250,La Junta Municipal Ap,724635,38.05,-103.53,81030,8025,RMPA,23.91,7.55,0.55,20.65,4.62,1.46,0.31,7.36,0,0,0,0,0,0,0,0,0.48,0,4.51,1.42,0.15,7.42,23.93,22.08,20.97,0,0,0,39.28,19.19,31.47,41.27,CO,0.001342919,0.000242057,0.001584976,0.001107286,0.000235425,0.001342711,0.215392816,0.041652121,0.257044937,0.145706978,0.040510967,0.186217945,0.180429599,0.38034461,2.735099338,30.0996483,6.962391514,4.323176633,0.166
CO,G0800270,Pueblo Memorial Ap,724640,38.28,-104.5,81006,8027,RMPA,24.93,7.87,0.58,20.8,2.66,0.84,0.35,4.39,0,0,0,0,0,0,0,0,0.475,0,2.58,0.81,0.155,4.43,24.18,22.31,21.19,0,0,0,39.06,19.21,30.87,41.52,CO,0.001400946,0.000139266,0.001540212,0.00111882,0.000134292,0.001253112,0.224522048,0.023964234,0.248486282,0.147224759,0.023108368,0.170333128,0.22910965,0.458825334,2.642947903,30.0996483,6.962391514,4.323176633,0.166
CO,G0800290,Montrose Co  Arpt,724765,38.5,-107.9,81401,8029,RMPA,24.97,7.89,0.6,20.27,1.35,0.43,0.33,2.42,0,0,0,0,0,0,0,0,0.505,0,1.29,0.41,0.145,2.44,23.55,21.72,20.64,0,0,0,38.66,19.22,30.48,40.94,CO,0.001407578,7.13E-05,0.001478869,0.001089232,6.80E-05,0.001157207,0.225092625,0.012267405,0.237360031,0.143331321,0.011696828,0.15502815,0.277963726,0.531076977,2.569074778,30.0996483,6.962391514,4.323176633,0.166
CO,G0800310,Aurora Buckley Field Angb,724695,39.72,-104.75,80018,8031,RMPA,27.84,8.79,0.665,22.41,1.46,0.46,0.395,2.51,0,0,0,0,0,0,0,0,0.53,0,1.41,0.45,0.17,2.53,26.08,24.05,22.85,0,0,0,39.72,19.25,30.57,43.3,CO,0.001567567,7.63E-05,0.001643832,0.001206079,7.46E-05,0.001280685,0.25076859,0.013123271,0.263891861,0.158707103,0.012837982,0.171545085,0.283556464,0.538323645,2.549488055,30.0996483,6.962391514,4.323176633,0.166
CO,G0800330,Cortez Montezuma Co,724767,37.3,-108.63,,8033,RMPA,26.4,8.34,0.625,21.99,0.6,0.19,0.345,1.02,0,0,0,0,0,0,0,0,0.54,0,0.58,0.18,0.16,1.03,25.51,23.54,22.36,0,0,0,38.91,19.27,30.29,42.81,CO,0.001486329,3.15E-05,0.00151783,0.001180503,2.98E-05,0.001210346,0.237930608,0.005420481,0.243351089,0.155341588,0.005135193,0.160476781,0.25404664,0.516425535,2.636690647,30.0996483,6.962391514,4.323176633,0.166
CO,G0800350,Aurora Buckley Field Angb,724695,39.72,-104.75,80018,8035,RMPA,27.84,8.79,0.665,22.41,1.46,0.46,0.395,2.51,0,0,0,0,0,0,0,0,0.53,0,1.41,0.45,0.17,2.53,26.08,24.05,22.85,0,0,0,39.72,19.25,30.57,43.3,CO,0.001567567,7.63E-05,0.001643832,0.001206079,7.46E-05,0.001280685,0.25076859,0.013123271,0.263891861,0.158707103,0.012837982,0.171545085,0.283556464,0.538323645,2.549488055,30.0996483,6.962391514,4.323176633,0.166
CO,G0800370,Eagle County Ap,724675,39.65,-106.92,81637,8037,RMPA,50.23,15.86,1.035,41.01,0,0,0.765,0,0,0,0,0,0,0,0,0,0.765,0,0,0,0.325,0,47.8,44.1,41.89,0,0,0,47.07,19.48,30.5,63.58,CO,0.002801063,0,0.002801063,0.002211562,0,0.002211562,0.452467558,0,0.452467558,0.291018014,0,0.291018014,0.266554029,0.554775088,2.585750315,30.0996483,6.962391514,4.323176633,0.166
CO,G0800390,Aurora Buckley Field Angb,724695,39.72,-104.75,80018,8039,RMPA,27.84,8.79,0.665,22.41,1.46,0.46,0.395,2.51,0,0,0,0,0,0,0,0,0.53,0,1.41,0.45,0.17,2.53,26.08,24.05,22.85,0,0,0,39.72,19.25,30.57,43.3,CO,0.001567567,7.63E-05,0.001643832,0.001206079,7.46E-05,0.001280685,0.25076859,0.013123271,0.263891861,0.158707103,0.012837982,0.171545085,0.283556464,0.538323645,2.549488055,30.0996483,6.962391514,4.323176633,0.166
CO,G0800410,Colorado Springs Muni Ap,724660,38.82,-104.72,80916,8041,RMPA,27.27,8.61,0.64,23.01,0.56,0.18,0.37,0.98,0,0,0,0,0,0,0,0,0.535,0,0.54,0.17,0.165,0.99,26.72,24.65,23.41,0,0,0,39.21,19.29,30.29,43.93,CO,0.00153358,2.98E-05,0.001563423,0.001236168,2.82E-05,0.001264353,0.245633397,0.005135193,0.25076859,0.162666532,0.004849904,0.167516436,0.236539903,0.496979018,2.672473868,30.0996483,6.962391514,4.323176633,0.166
CO,G0800430,Colorado Springs Muni Ap,724660,38.82,-104.72,80916,8043,RMPA,27.27,8.61,0.64,23.01,0.56,0.18,0.37,0.98,0,0,0,0,0,0,0,0,0.535,0,0.54,0.17,0.165,0.99,26.72,24.65,23.41,0,0,0,39.21,19.29,30.29,43.93,CO,0.00153358,2.98E-05,0.001563423,0.001236168,2.82E-05,0.001264353,0.245633397,0.005135193,0.25076859,0.162666532,0.004849904,0.167516436,0.236539903,0.496979018,2.672473868,30.0996483,6.962391514,4.323176633,0.166
CO,G0800450,Rifle Garfield Rgnl,725717,39.53,-107.72,81650,8045,RMPA,27.11,8.56,0.64,22.22,0.96,0.3,0.37,1.54,0,0,0,0,0,0,0,0,0.535,0,0.93,0.29,0.165,1.55,25.83,23.83,22.64,0,0,0,39.29,19.26,30.41,43.09,CO,0.00152529,4.97E-05,0.001575028,0.001195046,4.81E-05,0.001243126,0.244206955,0.008558655,0.252765609,0.157255312,0.008273366,0.165528679,0.26699009,0.527020039,2.595794393,30.0996483,6.962391514,4.323176633,0.166
CO,G0800470,Leadville Lake Co,724673,39.22,-106.32,80461,8047,RMPA,59.84,18.89,1.18,48.84,0,0,0.86,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.37,0,56.85,52.45,49.82,0,0,0,50.35,19.61,30.68,72.06,CO,0.003327454,0,0.003327454,0.002630305,0,0.002630305,0.538909973,0,0.538909973,0.346120064,0,0.346120064,0.265045057,0.557002985,2.585494971,30.0996483,6.962391514,4.323176633,0.166
CO,G0800490,Leadville Lake Co,724673,39.22,-106.32,80461,8049,RMPA,59.84,18.89,1.18,48.84,0,0,0.86,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.37,0,56.85,52.45,49.82,0,0,0,50.35,19.61,30.68,72.06,CO,0.003327454,0,0.003327454,0.002630305,0,0.002630305,0.538909973,0,0.538909973,0.346120064,0,0.346120064,0.265045057,0.557002985,2.585494971,30.0996483,6.962391514,4.323176633,0.166
CO,G0800510,Gunnison Co   Awos,724677,38.53,-106.93,,8051,RMPA,50.49,15.94,1.08,37.9,0,0,0.79,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0.32,0,44.31,40.88,38.83,0,0,0,47.24,19.46,30.52,60.34,CO,0.002821787,0,0.002821787,0.002050083,0,0.002050083,0.454749866,0,0.454749866,0.26976908,0,0.26976908,0.376425731,0.685700478,2.377666248,30.0996483,6.962391514,4.323176633,0.166
CO,G0800530,Alamosa San Luis Valley Rgnl,724620,37.43,-105.87,81101,8053,RMPA,54.44,17.19,1.14,42.28,0,0,0.88,0,0,0,0,0,0,0,0,0,0.795,0,0,0,0.355,0,49.43,45.6,43.32,0,0,0,48.63,19.48,30.57,65.09,CO,0.003038975,0,0.003038975,0.002286786,0,0.002286786,0.490410929,0,0.490410929,0.300916586,0,0.300916586,0.32892887,0.629723823,2.459569517,30.0996483,6.962391514,4.323176633,0.166
CO,G0800550,Pueblo Memorial Ap,724640,38.28,-104.5,81006,8055,RMPA,24.93,7.87,0.58,20.8,2.66,0.84,0.35,4.39,0,0,0,0,0,0,0,0,0.475,0,2.58,0.81,0.155,4.43,24.18,22.31,21.19,0,0,0,39.06,19.21,30.87,41.52,CO,0.001400946,0.000139266,0.001540212,0.00111882,0.000134292,0.001253112,0.224522048,0.023964234,0.248486282,0.147224759,0.023108368,0.170333128,0.22910965,0.458825334,2.642947903,30.0996483,6.962391514,4.323176633,0.166
CO,G0800570,Hayden Yampa  Awos,725715,40.48,-107.22,81639,8057,RMPA,48.31,15.25,0.945,38.82,0,0,0.675,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0.29,0,45.17,41.67,39.59,0,0,0,46.29,19.44,30.44,61.11,CO,0.002685009,0,0.002685009,0.002089701,0,0.002089701,0.43506496,0,0.43506496,0.274982327,0,0.274982327,0.284877032,0.582156075,2.54557377,30.0996483,6.962391514,4.323176633,0.166
CO,G0800590,Denver Centennial  Golden   Nr,724666,39.74,-105.18,80401,8059,RMPA,25.87,8.17,0.64,21.94,0.74,0.23,0.35,1.29,0,0,0,0,0,0,0,0,0.545,0,0.71,0.22,0.165,1.3,25.46,23.49,22.32,0,0,0,38.81,19.29,30.35,42.78,CO,0.001460631,3.81E-05,0.001498764,0.001177995,3.65E-05,0.00121447,0.233080703,0.006561635,0.239642339,0.155011636,0.006276347,0.161287983,0.234088843,0.485804052,2.685434517,30.0996483,6.962391514,4.323176633,0.166
CO,G0800610,Lamar Municipal,724636,38.07,-102.68,,8061,RMPA,30.44,9.61,0.64,25.99,3.83,1.21,0.41,6.06,0,0,0,0,0,0,0,0,0.53,0,3.75,1.18,0.19,6.13,30.16,27.82,26.43,0,0,0,41.28,19.23,31.31,47.05,CO,0.001699372,0.000200609,0.001899981,0.00139514,0.000195635,0.001590775,0.274162247,0.034519908,0.308682155,0.183585514,0.033664043,0.217249556,0.194374743,0.420864375,2.704474506,30.0996483,6.962391514,4.323176633,0.166
CO,G0800630,Akron Washington Co Ap,724698,40.17,-103.23,80720,8063,RMPA,30.41,9.6,0.675,25.62,1.86,0.59,0.415,3.11,0,0,0,0,0,0,0,0,0.555,0,1.8,0.57,0.185,3.14,29.75,27.45,26.08,0,0,0,40.69,19.28,30.72,46.73,CO,0.001703517,9.78E-05,0.001801335,0.001376585,9.45E-05,0.001471086,0.273876958,0.016832021,0.29070898,0.181143866,0.016261444,0.19740531,0.224492862,0.472650252,2.66875,30.0996483,6.962391514,4.323176633,0.166
CO,G0800650,Leadville Lake Co,724673,39.22,-106.32,80461,8065,RMPA,59.84,18.89,1.18,48.84,0,0,0.86,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.37,0,56.85,52.45,49.82,0,0,0,50.35,19.61,30.68,72.06,CO,0.003327454,0,0.003327454,0.002630305,0,0.002630305,0.538909973,0,0.538909973,0.346120064,0,0.346120064,0.265045057,0.557002985,2.585494971,30.0996483,6.962391514,4.323176633,0.166
CO,G0800670,Durango La Plata Co,724625,37.15,-107.75,,8067,RMPA,30.61,9.66,0.7,23.42,0.46,0.15,0.41,0.88,0,0,0,0,0,0,0,0,0.57,0,0.44,0.14,0.17,0.89,27.27,25.16,23.9,0,0,0,40.34,19.28,30.3,44.44,CO,0.00171761,2.49E-05,0.001742479,0.001261744,2.32E-05,0.001284955,0.275588689,0.004279327,0.279868017,0.166032046,0.003994039,0.170026085,0.356061989,0.646029883,2.424430642,30.0996483,6.962391514,4.323176633,0.166
CO,G0800690,Fort Collins  Awos,724769,40.45,-105.02,80538,8069,RMPA,36.06,11.39,0.865,28.41,0.6,0.19,0.585,1.01,0,0,0,0,0,0,0,0,0.645,0,0.58,0.18,0.245,1.02,33.18,30.61,29.08,0,0,0,42.44,19.31,30.48,49.92,CO,0.002031786,3.15E-05,0.002063287,0.001535055,2.98E-05,0.001564898,0.3249436,0.005420481,0.330364081,0.201996857,0.005135193,0.20713205,0.318480438,0.594944291,2.49429324,30.0996483,6.962391514,4.323176633,0.166
CO,G0800710,Trinidad Las Animas County Ap,724645,37.27,-104.33,81046,8071,RMPA,21.52,6.8,0.555,17.96,1.53,0.48,0.295,2.79,0,0,0,0,0,0,0,0,0.47,0,1.46,0.46,0.13,2.81,20.86,19.24,18.28,0,0,0,37.54,19.21,30.47,38.45,CO,0.001219403,7.96E-05,0.001298984,0.000964863,7.63E-05,0.001041128,0.193996179,0.013693848,0.207690027,0.126965682,0.013123271,0.140088953,0.24767012,0.482558203,2.641176471,30.0996483,6.962391514,4.323176633,0.166
CO,G0800730,Limon,724665,39.18,-103.72,,8073,RMPA,38.02,12.01,0.79,32.26,0.21,0.07,0.54,0.36,0,0,0,0,0,0,0,0,0.62,0,0.2,0.06,0.24,0.36,37.48,34.58,32.85,0,0,0,42.81,19.35,30.34,53.93,CO,0.002122143,1.16E-05,0.002133749,0.001734146,9.95E-06,0.001744093,0.342631486,0.001997019,0.344628506,0.228195078,0.001711731,0.229906809,0.223414307,0.49899217,2.686094921,30.0996483,6.962391514,4.323176633,0.166
